,text,y
1719,"this story still seems timely and important .
",3
1720,"a sloppy , amusing comedy that proceeds from a stunningly unoriginal premise .
",3
1721,"jae-eun jeong 's take care of my cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema .
",3
1722,"the film 's appeal has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth .
",3
1723,"like the english patient and the unbearable lightness of being , the hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .
",3
1724,"you 'll laugh at either the obviousness of it all or its stupidity or maybe even its inventiveness , but the point is , you 'll laugh .
",2
1725,"as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .
",2
1726,"the footage of the rappers at play and the prison interview with suge knight are just two of the elements that will grab you .
",3
1727,"-lrb- f -rrb- rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .
",3
1728,"it 's bedeviled by labored writing and slack direction .
",1
1729,"it is too bad that this likable movie is n't more accomplished .
",1
1730,"quiet , adult and just about more stately than any contemporary movie this year ... a true study , a film with a questioning heart and mind that is n't afraid to admit it does n't have all the answers .
",3
1731,"your taste for jonah - a veggie tales movie may well depend on your threshold for pop manifestations of the holy spirit .
",2
1732,"although god is great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film .
",1
1733,"you can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .
",0
1734,"feel free to go get popcorn whenever he 's not onscreen .
",0
1735,"definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '
",3
1736,"... pray does n't have a passion for the material .
",1
1737,"resident evil is what comes from taking john carpenter 's ghosts of mars and eliminating the beheadings .
",2
1738,"plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure hollywood .
",1
1739,"the increasingly diverse french director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .
",4
1740,"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama .
",1
1741,"lush and beautifully photographed -lrb- somebody suggested the stills might make a nice coffee table book -rrb- , but ultimately you 'll leave the theater wondering why these people mattered .
",1
1742,"instead of using george and lucy 's most obvious differences to ignite sparks , lawrence desperately looks elsewhere , seizing on george 's haplessness and lucy 's personality tics .
",1
1743,"it recycles every clich챕 about gays in what is essentially an extended soap opera .
",0
1744,"one of the most splendid entertainments to emerge from the french film industry in years .
",4
1745,"sometimes this ` blood ' seems as tired as its protagonist ... still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game .
",2
1746,"the piano teacher , like its title character , is repellantly out of control .
",1
1747,"kenneth branagh 's energetic sweet-and-sour performance as a curmudgeonly british playwright grounds this overstuffed , erratic dramedy in which he and his improbably forbearing wife contend with craziness and child-rearing in los angeles .
",2
1748,"the basic premise is intriguing but quickly becomes distasteful and downright creepy .
",1
1749,"enchanted with low-life tragedy and liberally seasoned with emotional outbursts ... what is sorely missing , however , is the edge of wild , lunatic invention that we associate with cage 's best acting .
",2
1750,"it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .
",3
1751,"too campy to work as straight drama and too violent and sordid to function as comedy , vulgar is , truly and thankfully , a one-of-a-kind work .
",1
1752,"this romantic\/comedy asks the question how much souvlaki can you take before indigestion sets in .
",1
1753,"visually breathtaking , viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .
",4
1754,"full frontal had no effect and elicited no sympathies for any of the characters .
",1
1755,"the movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten .
",1
1756,"if you 've the patience , there are great rewards here .
",3
1757,"devolves into the derivative , leaning on badly-rendered cgi effects .
",1
1758,"those of you who do n't believe in santa claus probably also think that sequels can never capture the magic of the original .
",2
1759,"it 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .
",3
1760,"remember back when thrillers actually thrilled ?
",1
1761,"perhaps even the slc high command found writer-director mitch davis 's wall of kitsch hard going .
",1
1762,"real women have curves does n't offer any easy answers .
",2
1763,"weird , vulgar comedy that 's definitely an acquired taste .
",2
1764,"the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .
",1
1765,"writer\/director alexander payne -lrb- election -rrb- and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .
",3
1766,"if you can push on through the slow spots , you 'll be rewarded with some fine acting .
",3
1767,"chris columbus ' sequel is faster , livelier and a good deal funnier than his original .
",3
1768,"this is the stuff that disney movies are made of .
",3
1769,"what 's invigorating about it is that it does n't give a damn .
",3
1770,"it 's difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny .
",0
1771,"the film is a verbal duel between two gifted performers .
",4
1772,"it 's makes a better travelogue than movie .
",1
1773,"it 's a masterpiece .
",4
1774,"... will always be remembered for the 9-11 terrorist attacks .
",2
1775,"been there , done that , liked it much better the first time around - when it was called the professional .
",1
1776,"i have to admit i walked out of runteldat .
",0
1777,"a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .
",0
1778,"-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while .
",4
1779,"the unexplored story opportunities of `` punch-drunk love '' may have worked against the maker 's minimalist intent but it is an interesting exercise by talented writer\/director anderson .
",3
1780,"there are now two signs that m. night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : unbreakable and signs .
",0
1781,"films are made of little moments .
",2
1782,"if cinema had been around to capture the chaos of france in the 1790 's , one imagines the result would look like something like this .
",3
1783,"this quiet , introspective and entertaining independent is worth seeking .
",4
1784,"what little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .
",0
1785,"what `` empire '' lacks in depth it makes up for with its heart .
",3
1786,"the usual movie rah-rah , pleasantly and predictably delivered in low-key style by director michael apted and writer tom stoppard .
",3
1787,"it 's not a particularly good film , but neither is it a monsterous one .
",2
1788,"this starts off with a 1950 's doris day feel and it gets very ugly , very fast .
",1
1789,"standing by yourself is haunting ... -lrb- it 's -rrb- what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction .
",3
1790,"a lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .
",1
1791,"all in all , a great party .
",3
1792,"a thriller with an edge -- which is to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world .
",3
1793,"lan yu is certainly a serviceable melodrama , but it does n't even try for the greatness that happy together shoots for -lrb- and misses -rrb- .
",2
1794,"about as original as a gangster sweating bullets while worrying about a contract on his life .
",2
1795,"-lrb- seems -rrb- even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .
",1
1796,"credit director ramsay for taking the sometimes improbable story and making it feel realistic .
",3
1797,"it 's a feel-bad ending for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary .
",0
1798,"it 's just that it 's so not-at-all-good .
",1
1799,"-lrb- l -rrb- ame and unnecessary .
",0
1800,"while centered on the life experiences of a particular theatrical family , this marvelous documentary touches -- ever so gracefully -- on the entire history of the yiddish theater , both in america and israel .
",4
1801,"i 'm not sure which will take longer to heal : the welt on johnny knoxville 's stomach from a riot-control projectile or my own tortured psyche .
",0
1802,"a mildly enjoyable if toothless adaptation of a much better book .
",2
1803,"... the kind of movie you see because the theater has air conditioning .
",1
1804,"or that the battery on your watch has died .
",2
1805,"as hannibal would say , yes , ` it 's like having an old friend for dinner ' .
",3
1806,"it 's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime .
",3
1807,"imagine kevin smith , the blasphemous bad boy of suburban jersey , if he were stripped of most of his budget and all of his sense of humor .
",0
1808,"vampire epic succeeds as spooky action-packed trash of the highest order .
",2
1809,"the whole affair is as predictable as can be .
",2
1810,"see scratch for the history , see scratch for the music , see scratch for a lesson in scratching , but , most of all , see it for the passion .
",4
1811,"always destined to be measured against anthony asquith 's acclaimed 1952 screen adaptation .
",3
1812,"try this obscenely bad dark comedy , so crass that it makes edward burns ' sidewalks of new york look like oscar wilde .
",1
1813,"hoffman 's performance is authentic to the core of his being .
",3
1814,"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them .
",3
1815,"the artwork is spectacular and unlike most animaton from japan , the characters move with grace and panache .
",4
1816,"the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites .
",3
1817,"nothing more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks .
",1
1818,"bad and baffling from the get-go .
",0
1819,"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna-barbera charm .
",0
1820,"i realized that no matter how fantastic reign of fire looked , its story was making no sense at all .
",2
1821,"the filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .
",3
1822,"walsh ca n't quite negotiate the many inconsistencies in janice 's behavior or compensate for them by sheer force of charm .
",2
1823,"harmless fun .
",3
1824,"astonishingly skillful and moving ... it could become a historically significant work as well as a masterfully made one .
",4
1825,"feeling to it , but like the 1920 's , the trip there is a great deal of fun .
",3
1826,"unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .
",1
1827,"what 's the most positive thing that can be said about the new rob schneider vehicle ?
",2
1828,"eight legged freaks is clever and funny , is amused by its special effects , and leaves you feeling like you 've seen a movie instead of an endless trailer .
",3
1829,"the bottom line is the piece works brilliantly .
",3
1830,"purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons .
",0
1831,"tends to plod .
",1
1832,"succeeds only because bullock and grant were made to share the silver screen .
",2
1833,"eric byler 's nuanced pic avoids easy sentiments and explanations ...
",2
1834,"pleasant but not more than recycled jock piffle .
",1
1835,"indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost dadaist proportions .
",3
1836,"the one-liners are snappy , the situations volatile and the comic opportunities richly rewarded .
",4
1837,"i have two words to say about reign of fire .
",2
1838,"the pace of the film is very slow -lrb- for obvious reasons -rrb- and that too becomes off-putting .
",2
1839,"stupid , infantile , redundant , sloppy , over-the-top , and amateurish .
",0
1840,"the film grows on you .
",3
1841,"though its story is only surface deep , the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look-see .
",3
1842,"this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .
",4
1843,"first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people .
",3
1844,"an often unfunny romp .
",2
1845,"a whale of a good time for both children and parents seeking christian-themed fun .
",4
1846,"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film .
",1
1847,"during the tuxedo 's 90 minutes of screen time , there is n't one true ` chan moment ' .
",1
1848,"it 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable .
",1
1849,"the date movie that franz kafka would have made .
",2
1850,"plays like the old disease-of-the-week small-screen melodramas .
",1
1851,"... pays tribute to heroes the way julia roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .
",0
1852,"features fincher 's characteristically startling visual style and an almost palpable sense of intensity .
",3
1853,"bisset delivers a game performance , but she is unable to save the movie .
",2
1854,"the movie should be credited with remembering his victims .
",2
1855,"before long , you 're desperate for the evening to end .
",0
1856,"watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when carol kane appears on the screen .
",1
1857,"what bloody sunday lacks in clarity , it makes up for with a great , fiery passion .
",2
1858,"`` red dragon '' never cuts corners .
",3
1859,"an ambitious movie that , like shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .
",4
1860,"although shot with little style , skins is heartfelt and achingly real .
",3
1861,"cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals .
",2
1862,"the results , if not memorable , are at least interesting .
",2
1863,"it looks good , but it is essentially empty .
",1
1864,"young everlyn sampi , as the courageous molly craig , simply radiates star-power potential in this remarkable and memorable film .
",4
1865,"that is made almost impossible by events that set the plot in motion .
",2
1866,"a knowing sense of humor and a lot of warmth ignite son of the bride .
",4
1867,"sure , i hated myself in the morning .
",1
1868,"but ticket-buyers with great expectations will wind up as glum as mr. de niro .
",0
1869,"the film was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one -lrb- and no one -rrb- .
",1
1870,"it 's a great performance and a reminder of dickens ' grandeur .
",4
1871,"not at all clear what it 's trying to say and even if it were -- i doubt it would be all that interesting .
",0
1872,"a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .
",1
1873,"real women may have many agendas , but it also will win you over , in a big way .
",4
1874,"what i saw , i enjoyed .
",4
1875,"lazily and glumly settles into a most traditional , reserved kind of filmmaking .
",1
1876,"it appears as if even the filmmakers did n't know what kind of movie they were making .
",0
1877,"the dangerous lives of altar boys ' take on adolescence feels painfully true .
",3
1878,"witherspoon puts to rest her valley-girl image , but it 's dench who really steals the show .
",2
1879,"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .
",1
1880,"the isolated moments of creative insanity finally are lost in the thin soup of canned humor .
",2
1881,"how i killed my father would be a rarity in hollywood .
",2
1882,"at its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture .
",4
1883,"there are some movies that hit you from the first scene and you know it 's going to be a trip .
",3
1884,"i 'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring .
",0
1885,"no matter how you slice it , mark wahlberg and thandie newton are not hepburn and grant , two cinematic icons with chemistry galore .
",2
1886,"maybe you 'll be lucky , and there 'll be a power outage during your screening so you can get your money back .
",0
1887,"with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .
",4
1888,"less about shakespeare than the spawn of fools who saw quentin tarantino 's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations .
",2
1889,"... unbearably lame .
",0
1890,"certainly not a good movie , but it was n't horrible either .
",1
1891,"where the film falters is in its tone .
",1
1892,"this film biggest problem ?
",1
1893,"this is a movie that is what it is : a pleasant distraction , a friday night diversion , an excuse to eat popcorn .
",3
1894,"the gags are often a stitch .
",3
1895,"the complex , politically charged tapestry of contemporary chinese life this exciting new filmmaker has brought to the screen is like nothing we westerners have seen before .
",3
1896,"the sinister inspiration that fuelled devito 's early work is confused in death to smoochy into something both ugly and mindless .
",0
1897,"the script feels as if it started to explore the obvious voyeuristic potential of ` hypertime ' but then backed off when the producers saw the grosses for spy kids .
",2
1898,"it wraps up a classic mother\/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it 's not all new , at least it looks pretty .
",2
1899,"-lrb- shyamalan -rrb- continues to cut a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision .
",3
1900,"as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me .
",4
1901,"you 'll know a star when you see one .
",3
1902,"sorority boys , which is as bad at it is cruel , takes every potential laugh and stiletto-stomps the life out of it .
",0
1903,"it 's another retelling of alexandre dumas ' classic .
",2
1904,"in between the icy stunts , the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '
",3
1905,"this gorgeous epic is guaranteed to lift the spirits of the whole family .
",4
1906,"horrible .
",0
1907,"you could love safe conduct -lrb- laissez passer -rrb- for being a subtitled french movie that is 170 minutes long .
",2
1908,"if deuces wild had been tweaked up a notch it would have become a camp adventure , one of those movies that 's so bad it starts to become good .
",2
1909,"it 's like an old warner bros. costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him .
",2
1910,"grating and tedious .
",1
1911,"at three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .
",1
1912,"better effects , better acting and a hilarious kenneth branagh .
",4
1913,"it 's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience .
",0
1914,"none of this so-called satire has any sting to it , as if woody is afraid of biting the hand that has finally , to some extent , warmed up to him .
",1
1915,"a keep - 'em - guessing plot and an affectionate take on its screwed-up characters .
",3
1916,"a prison comedy that never really busts out of its comfy little cell .
",1
1917,"an elegant and sly deadpan comedy .
",3
1918,"neither as scary-funny as tremors nor demented-funny as starship troopers , the movie is n't tough to take as long as you 've paid a matinee price .
",1
1919,"the delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a scrooge or two .
",4
1920,"the movie is a dud .
",0
1921,"it 's not particularly subtle ... however , it still manages to build to a terrifying , if obvious , conclusion .
",2
1922,"unfolds in a low-key , organic way that encourages you to accept it as life and go with its flow .
",3
1923,"does n't do more than expand a tv show to movie length .
",1
1924,"expanded to 65 minutes for theatrical release , it still feels somewhat unfinished .
",2
1925,"one of the best movies of the year .
",4
1926,"by applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject .
",3
1927,"the movie turns out to be -lrb- assayas ' -rrb- homage to the gallic ` tradition of quality , ' in all its fusty squareness .
",1
1928,"once the downward spiral comes to pass , auto focus bears out as your typical junkie opera ...
",1
1929,"tsai ming-liang 's ghosts are painfully aware of their not-being .
",2
1930,"` butterfingered ' is the word for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach .
",1
1931,"cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .
",1
1932,"berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` die another day '' one of the most entertaining bonds in years
",4
1933,"despite the film 's bizarre developments , hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity .
",3
1934,"if you love reading and\/or poetry , then by all means check it out .
",3
1935,"driven by a fantastic dual performance from ian holm ... the film is funny , insightfully human and a delightful lark for history buffs .
",4
1936,"douglas mcgrath 's nicholas nickleby does dickens as it should be done cinematically .
",4
1937,"diane lane 's sophisticated performance ca n't rescue adrian lyne 's unfaithful from its sleazy moralizing .
",1
1938,"simply put , `` far from heaven '' is a masterpiece .
",4
1939,"shot in rich , shadowy black-and-white , devils chronicles , with increasingly amused irony , the relationship between reluctant captors and befuddled captives .
",4
1940,"mcgrath has deftly trimmed dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness .
",3
1941,"anyone who suffers through this film deserves , at the very least , a big box of consolation candy .
",0
1942,"a worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .
",3
1943,"halloween : resurrection is n't exactly quality cinema , but it is n't nearly as terrible as it cold have been .
",2
1944,"it seems grant does n't need the floppy hair and the self-deprecating stammers after all .
",2
1945,"works because we 're never sure if ohlinger 's on the level or merely a dying , delusional man trying to get into the history books before he croaks .
",2
1946,"the original was n't a good movie but this remake makes it look like a masterpiece !
",0
1947,"the venezuelans say things like `` si , pretty much '' and `` por favor , go home '' when talking to americans .
",2
1948,"it 's a fun adventure movie for kids -lrb- of all ages -rrb- that like adventure .
",4
1949,"one sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .
",0
1950,"limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .
",1
1951,"no amount of nostalgia for carvey 's glory days can disguise the fact that the new film is a lame kiddie flick and that carvey 's considerable talents are wasted in it .
",0
1952,"consistently clever and suspenseful .
",4
1953,"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .
",0
1954,"a real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office .
",3
1955,"... if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .
",0
1956,"if you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you 're at the right film .
",3
1957,"one funny popcorn flick .
",3
1958,"bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .
",1
1959,"i 'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .
",1
1960,"a gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .
",4
1961,"smith finds amusing juxtapositions that justify his exercise .
",3
1962,"a charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .
",3
1963,"it 's that rare family movie -- genuine and sweet without relying on animation or dumb humor .
",4
1964,"hollywood ending is the most disappointing woody allen movie ever .
",0
1965,"it 's mildly amusing , but i certainly ca n't recommend it .
",1
1966,"this dreadfully earnest inversion of the concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .
",1
1967,"formula 51 promises a new kind of high but delivers the same old bad trip .
",1
1968,"for a movie audience , the hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .
",2
1969,"what madonna does here ca n't properly be called acting -- more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once .
",1
1970,"rifkin 's references are ... impeccable throughout .
",4
1971,"insomnia does not become one of those rare remakes to eclipse the original , but it does n't disgrace it , either .
",2
1972,"the director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut .
",3
1973,"the fact that the ` best part ' of the movie comes from a 60-second homage to one of demme 's good films does n't bode well for the rest of it .
",1
1974,"an enjoyable comedy of lingual and cultural differences ... the ch창teau is a film -- full of life and small delights -- that has all the wiggling energy of young kitten .
",4
1975,"try hell house , which documents the cautionary christian spook-a-rama of the same name .
",2
1976,"tennessee williams by way of oprah 's book club .
",2
1977,"an engaging , formulaic sports drama that carries a charge of genuine excitement .
",3
1978,"something must have been lost in the translation .
",1
1979,"witty , contemplative , and sublimely beautiful .
",4
1980,"foster and whitaker are especially fine .
",4
1981,"the lightest , most breezy movie steven spielberg has made in more than a decade .
",3
1982,"if i want a real movie , i 'll buy the criterion dvd .
",1
1983,"an earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .
",3
1984,"a conventional but heartwarming tale .
",4
1985,"a sly female empowerment movie , although not in a way anyone would expect .
",3
1986,"there are a few modest laughs , but certainly no thrills .
",2
1987,"the problem is the needlessly poor quality of its archival prints and film footage .
",0
1988,"there 's something unintentionally comic in the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties .
",1
1989,"strange occurrences build in the mind of the viewer and take on extreme urgency .
",3
1990,"almost everything about the film is unsettling , from the preposterous hairpiece worn by lai 's villainous father to the endless action sequences .
",2
1991,"it wo n't harm anyone , but neither can i think of a very good reason to rush right out and see it .
",2
1992,"the formula is familiar but enjoyable .
",3
1993,"its screenplay serves as auto-critique , and its clumsiness as its own most damning censure .
",1
1994,"less an examination of neo-nazism than a probe into the nature of faith itself .
",3
1995,"good performances and a realistic , non-exploitive approach make paid in full worth seeing .
",4
1996,"the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff 's documentary , hell house , reflects their earnestness -- which makes for a terrifying film .
",2
1997,"just is n't as weird as it ought to be .
",1
1998,"if you love the music , and i do , its hard to imagine having more fun watching a documentary ...
",4
1999,"watching queen of the damned is like reading a research paper , with special effects tossed in .
",1
2000,"stinks from start to finish , like a wet burlap sack of gloom .
",1
2001,"the merchant-ivory team continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage .
",1
2002,"while there are times when the film 's reach exceeds its grasp , the production works more often than it does n't .
",3
2003,"hugely accomplished slice of hitchcockian suspense .
",3
2004,"exhibits the shallow sensationalism characteristic of soap opera ... more salacious telenovela than serious drama .
",1
2005,"i 'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment .
",1
2006,"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?
",0
2007,"a thoroughly awful movie -- dumb , narratively chaotic , visually sloppy ... a weird amalgam of ` the thing ' and a geriatric ` scream . '
",0
2008,"contains the humor , characterization , poignancy , and intelligence of a bad sitcom .
",1
2009,"laughably , irredeemably awful .
",0
2010,"one long , numbing action sequence made up mostly of routine stuff yuen has given us before .
",1
2011,"together -lrb- time out and human resources -rrb- establish mr. cantet as france 's foremost cinematic poet of the workplace .
",3
2012,"... a gleefully grungy , hilariously wicked black comedy ...
",4
2013,"everything its title implies , a standard-issue crime drama spat out from the tinseltown assembly line .
",2
2014,"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids .
",3
2015,"reno himself can take credit for most of the movie 's success .
",3
2016,"boldly engineering a collision between tawdry b-movie flamboyance and grandiose spiritual anomie , rose 's film , true to its source material , provides a tenacious demonstration of death as the great equalizer .
",2
2017,"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken
",1
2018,"as for children , they wo n't enjoy the movie at all .
",1
2019,"if you saw it on tv , you 'd probably turn it off , convinced that you had already seen that movie .
",1
2020,"while it is interesting to witness the conflict from the palestinian side , longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .
",1
2021,"journalistically dubious , inept and often lethally dull .
",0
2022,"brilliantly written and well-acted , yellow asphalt is an uncompromising film .
",4
2023,"like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience -lrb- young bow wow fans -rrb- - with nothing but net .
",3
2024,"exposing the ways we fool ourselves is one hour photo 's real strength .
",2
2025,"the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .
",4
2026,"while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting .
",3
2027,"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .
",4
2028,"the filmmaker 's heart is in the right place ...
",2
2029,"a series of escapades demonstrating the adage that what is good for the goose is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .
",1
2030,"j. lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she 's a pretty woman , but she 's no working girl .
",3
2031,"this documentary is a dazzling , remarkably unpretentious reminder of what -lrb- evans -rrb- had , lost , and got back .
",4
2032,"their work is fantastic .
",4
2033,"much of the movie 's charm lies in the utter cuteness of stuart and margolo .
",3
2034,"looks and feels like a low-budget hybrid of scarface or carlito 's way .
",1
2035,"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .
",0
2036,"like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover .
",1
2037,"jonah is only so-so ... the addition of a biblical message will either improve the film for you , or it will lessen it .
",2
2038,"do we really need the tiger beat version ?
",1
2039,"if it 's unnerving suspense you 're after -- you 'll find it with ring , an indisputably spooky film ; with a screenplay to die for .
",3
2040,"gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .
",4
2041,"a beautiful paean to a time long past .
",3
2042,"a highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world .
",2
2043,"an extremely funny , ultimately heartbreaking look at life in contemporary china .
",3
2044,"sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .
",3
2045,"bad in such a bizarre way that it 's almost worth seeing , if only to witness the crazy confluence of purpose and taste .
",2
2046,"an ambitious and moving but bleak film .
",2
2047,"but for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .
",1
2048,"and diesel is n't the actor to save it .
",1
2049,"only those most addicted to film violence in all its forms will find anything here to appreciate .
",2
2050,"a feeble tootsie knockoff .
",1
2051,"see it for his performance if nothing else .
",3
